chemical_name,smiles,database_id,cas,odor_data,odor_labels_filtered
Octyl mercaptan,CCCCCCCCS,3667,111-88-6,"Sulfurous, vegetative, roasted & meaty notes on dilution","['sulfurous', 'vegetable', 'meaty', 'roasted']"
Thiolinalool,C=CC(C)(S)CCC=C(C)C,3668,39707-47-6,"Fresh, fruity, bitter grapefruit note in dilution","['fruity', 'fresh', 'grapefruit']"
Elemene,C=CC1(C)CCC(C(=C)C)CC1C(=C)C,3669,515-13-9,Woody resinous turpentine-like aroma,['woody']
Pinocamphone,CC1C(=O)CC2CC1C2(C)C,3671,547-60-4,"Fresh, Hyssop-like, spicy, herbal, somewhat camphoraceous & coniferous","['spicy', 'fresh', 'camphoreous', 'herbal']"
Thujopsene,CC1=CC[C@]2(C)CCCC(C)(C)[C@@]23C[C@@H]13,3672,470-40-6,"Weak, woody, resinous, spicy, dry odor","['woody', 'spicy', 'dry']"
Benzyl eugenol,C=CCc1ccc(OCc2ccccc2)c(OC)c1,3673,57371-42-3,"Mild, warm spicy odor with as hay-like notes","['spicy', 'hay', 'warm']"
Catechol diethyl ether,CCOc1ccccc1OCC,3674,2050-46-6,"Mild, sweet vanilla like odor, slightly anisic","['anisic', 'vanilla', 'sweet']"
Ethyl Eugenol,C=CCc1ccc(OCC)c(OC)c1,3676,1755-54-0??,"Somewhat musty, sweet-herbaceous-tea-like, warm and delicately spicy odor.","['spicy', 'warm', 'herbal', 'tea', 'musty', 'sweet']"
Naphthyl butyl ether,CCCCOc1ccc2ccccc2c1,3677,10484-56-7,Sweet tenacious fruity and floral note reminiscent raspberry and strawberr,"['fruity', 'strawberry', 'floral', 'sweet']"
Hexenal dihexyl acetal,CCCC=CC(OCCCCCC)OCCCCCC,3678,,"Green, vegetative, fruity","['green', 'vegetable', 'fruity']"
Methoxymethylphenol,COc1cc(C)cc(O)c1,3679,3209-13-0,"Natural oakmoss, sweet, phenolic; reminiscent of oak- and treemoss","['phenolic', 'sweet']"
Ethoxybenzyl alcohol,CCOc1ccccc1CO,3684,71672-75-8,"Sweet aromatic, slight anisic-vanilla notes","['anisic', 'vanilla', 'aromatic', 'sweet']"
Ethoxybenzyl alcohol,CCOc1ccc(CO)cc1,3685,6214-44-4,"Sweet aromatic, some anisic-vanilla notes","['anisic', 'vanilla', 'aromatic', 'sweet']"
Methoxybenzyl alcohol,COc1ccccc1CO,3686,612-16-8,"Sweet aromatic, anisic-vanilla notes","['anisic', 'vanilla', 'aromatic', 'sweet']"
Helional®,CC(C=O)Cc1ccc2c(c1)OCO2,3689,1205-17-0,"Green, melon, floral (cyclamen) with top notes of ozone and new mown hay","['hay', 'green', 'melon', 'floral']"
Methylbenzyl alcohol,Cc1ccc(CO)cc1,3691,589-18-4,"Pleasant, green-rosy, leafy and sweet-balsamic odor","['rose', 'green', 'leafy', 'balsamic', 'sweet']"
Methylfurfuryl alcohol,Cc1ccc(CO)o1,3692,3857-25-8,"Sweet caramellic-almond, cereal like, fermented notes","['caramellic', 'fermented', 'almond', 'sweet']"
Phenoxyethanol,OCCOc1ccccc1,3693,122-99-6,"Fresh floral, reminiscent of rose absolute, balsamic, cinnamyl note","['rose', 'fresh', 'balsamic', 'floral']"
Thenyl alcohol,OCc1cccs1,3694,636-72-6,"Ethereal, ferrmented, burnt, alliaceous, coffee like, slight savory","['ethereal', 'alliaceous', 'savory', 'fermented', 'burnt', 'coffee']"
Dimethoxybenzyl alcohol,COc1ccc(CO)cc1OC,3695,93-03-8,"Mild, aromatic, slightly vanilla","['vanilla', 'aromatic']"
Butoxybenzaldehyde,CCCCOc1ccc(C=O)cc1,3696,5736-88-9,"Mild, sweet, floral, herbaceous, slightly anisic odor","['anisic', 'floral', 'sweet', 'herbal']"
Ethoxybenzaldehyde,CCOc1ccccc1C=O,3697,613-69-4,"Sweet aromatic, spicy & anisic note","['anisic', 'spicy', 'aromatic', 'sweet']"
Isopropylfurylpropenal,CC(C)C=C(C=O)c1ccco1,3698,,"Pleasant, oily-woody, herbaceous-green odor","['woody', 'oily', 'green', 'herbal']"
Isopropylhydratropaldehyde,CC(C)c1ccc(C(C)C=O)cc1,3699,34291-99-1,"Green-leafy, sap-like or twig-like, somewhat herbaceous-floral","['green', 'herbal', 'leafy', 'floral']"
Phenethylformylpyrrole,O=C(CCc1ccccc1)c1ccc[nH]1,3701,49795-42-8,Flavor modifier; may add caramellic notes to vanilla,"['caramellic', 'vanilla']"
Thiophenaldehyde,O=Cc1ccsc1,3702,498-62-4,Bitter almond; important to roasted sesame,"['almond', 'roasted']"
Decenolide,C=CCCCC1CCCC(=O)O1,3703,74585-00-5,Pleasant sweet (creamy-buttery) notes,"['creamy', 'sweet', 'buttery']"
Pantolactone,CC1(C)COC(=O)C1O,3704,599-04-2,"Sweet, roasted, bready, licorice","['bread', 'sweet', 'roasted']"
Methylbutyrolactone,CC1CCOC1=O,3705,1679-47-6,"Hay, coumarinic, slightly coconut","['hay', 'coconut', 'coumarinic']"
Erucin,CSCCCCN=C=S,3707,4430-36-8,"Pungent, cabbage, radish-like","['pungent', 'radish', 'cabbage']"
Berteroin,CSCCCCCN=C=S,3708,4430-42-6,"Pungent, cabbage, radish-like","['pungent', 'radish', 'cabbage']"
Ethyl isothiocyanate,CCN=C=S,3709,542-85-8,"Pungent, mustard, horseradish-like","['pungent', 'horseradish']"
Methyl isothiocyanate,CN=C=S,3710,556-61-6,"Pungent, mustard, horseradish-like","['pungent', 'horseradish']"
Monoglyme,COCCOC,3712,110-71-4,"Sweet, ethereal-solvent-like odor","['solvent', 'sweet', 'ethereal']"
Methoxypropanol,COCC(C)O,3713,107-98-2,"Sweet, ethereal odor","['sweet', 'ethereal']"
Dihydrobenzofuran,c1ccc2c(c1)CCO2,3714,496-16-2,"Sweet, aromatic, slightly phenolic hydrocarbon odor","['phenolic', 'aromatic', 'gasoline', 'sweet']"
Floropal®,CC1CC(C)(c2ccccc2)OC(C)O1,3715,5182-36-5,"Green herbal floral; with rhubarb, chrysanthemum, cypres, grapefruit","['green', 'herbal', 'grapefruit', 'floral']"
Rhubafuran®,CC1CC(C)(c2ccccc2)CO1,3716,82461-14-1,"Fresh aromatic, floral, herbal, strongly reminiscent of rhubarb","['fresh', 'herbal', 'aromatic', 'floral']"
Hexadienal diethyl acetal,C/C=C/C=C/C(OCC)OCC,3717,27310-22-1,"Green, tropical","['green', 'tropical']"
Furfurylmethylfuran,c1coc(CCc2ccco2)c1,3719,13678-51-8,"Aromatic, somewhat metallic, roasted, burnt notes","['aromatic', 'burnt', 'roasted', 'metallic']"
Methoxypyridine,COc1ccccn1,3721,1628-89-3,"Phenolic, burnt, smoky","['phenolic', 'smoky', 'burnt']"
Methylbenzofuran,Cc1cc2ccccc2o1,3722,4265-25-2,"Slightly phenolic, burnt taste at 1-3 ppm in sugar syrup",['phenolic']
Methoxypyridine,COc1ccncc1,3724,620-08-6,"Aromatic, somewhat spicy, smoky, narcotic","['spicy', 'aromatic', 'smoky']"
Tolualdehyde diethyl acetal,CCOC(OCC)c1ccc(C)cc1,3725,2403-59-0,"Sweet, herbaceous, floral, cherry (bitter almond)","['almond', 'herbal', 'cherry', 'floral', 'sweet']"
Methoxyquinoline,COc1ccc2ncccc2c1,3726,5263-87-6,Heavy sweet aroma - See comments,['sweet']
Acetoketal,CC1(C)COC(C)(c2ccccc2)OC1,3727,5406-58-6,"Woody, sandalwood, camphoraceous, sweet odor","['woody', 'sweet', 'camphoreous']"
Citral glyceryl acetal(s),CC(C)=CCC/C(C)=C/C1OCC(CO)O1,3728,5694-82-6,Mild lemony,['lemon']
Cyclamen aldehyde diethyl acetal,CCOC(OCC)C(C)Cc1ccc(C(C)C)cc1,3729,7149-24-8,"Green, vegetative, floral, cyclamen-note","['green', 'vegetable', 'floral']"
Hexanal diisobutyl acetal,CCCCCC(OCC(C)C)OCC(C)C,3734,,"Weak green, oily, cognac, apple","['green', 'oily', 'apple', 'cognac']"
Hexanal ethyl hexyl acetal,CCCCCCOC(CCCCC)OCC,3735,,"Weak green, oily, cognac, apple","['green', 'oily', 'apple', 'cognac']"
Hexanal hexyl butyl acetal,CCCCCCOC(CCCCC)OCCCC,3736,,"Weak green, oily, cognac, apple","['green', 'oily', 'apple', 'cognac']"
Hexanal isoamyl butyl acetal,CCCCCC(OCCCC)OCCC(C)C,3737,,"Weak green, oily, cognac, apple","['green', 'oily', 'apple', 'cognac']"
Phenylacetaldehyde ethyleneglycol acetal,c1ccc(CC2OCCO2)cc1,3740,101-49-5,"Green, waxy, sweet, hyacinth; slightly reminiscent of rhubarb","['green', 'waxy', 'sweet']"
Resedolan,CC1CC(C)(C)OC(Cc2ccccc2)O1,3741,67633-94-7,"Floral, Hyacinth, Green, Balsamic","['green', 'balsamic', 'floral']"
Piperonal diethyl acetal,CCOC(OCC)c1ccc2c(c1)OCO2,3742,40527-42-2,"Mild, Floral, Sweet, Spicy, Meadow, Sweet","['spicy', 'floral', 'sweet']"
Hexenal dibutyl acetal,CCCC=CC(OCCCC)OCCCC,3743,,"Green, vegetative, fruity","['green', 'vegetable', 'fruity']"
Isovaleraldehyde dihexyl acetal,CCCCCCOC(CC(C)C)OCCCCCC,3744,,"Green, somewhat alcoholic, malty-cocoa, fermented","['alcoholic', 'malty', 'green', 'cocoa', 'fermented']"
Pinene oxide,CC1(C)C2CC3OC3(C)C1C2,3746,1686-14-2,"Sweet, fresh, terpy, rotten pine-like","['pine', 'fresh', 'sweet']"
Pinene oxide,CC1(C)C2CCC3(CO3)C1C2,3747,6931-54-0,"Herbal, camphoraceous, rosemay, sage","['camphoreous', 'herbal']"
Ethyl linalyl acetate,C=CC(C)(CC/C=C(\C)CC)OC(C)=O,3749,61931-80-4,"Fresh, Floral, Bergamot, Fruity, Pear-Like","['fruity', 'pear', 'fresh', 'floral']"
Methylphenylbutyl acetate,CC(=O)OCCCC(C)c1ccccc1,3751,,"Fresh, floral, slightly green & fruity odor","['green', 'fruity', 'fresh', 'floral']"
Hexenyl acetate,C=CC(CCC)OC(C)=O,3752,35926-04-6,Green fruity rum-like odor; somewhat mushroom taste,"['green', 'fruity', 'rum']"
Ethylhexyl salicylate,CCCCC(CC)COC(=O)c1ccccc1O,3758,118-60-5,"Heavy, fruity, slightly spicy-floral odor; heavy fruity flavor","['fruity', 'spicy', 'floral']"
Hydroxypropyl phenylacetate,CC(O)COC(=O)Cc1ccccc1,3759,80550-09-0,"Mild, balsamic honey notes","['honey', 'balsamic']"
Hydroxypropyl valerate,CCCCC(=O)OCC(C)O,3760,59569-67-4,"Mild, sweet fruity","['fruity', 'sweet']"
Cyclotene acetate,CC(=O)OC1=C(C)CCC1=O,3761,1196-22-1,"Caramellic, somewhat fruity","['fruity', 'caramellic']"
Phenoxyethyl benzoate,O=C(OCCOc1ccccc1)c1ccccc1,3763,,"Floral, balsamic","['balsamic', 'floral']"
Verdox HC (IFF),CC(=O)OC1CCCCC1C(C)(C)C,3764,88-41-5,"Fresh, fruity, apple, woody","['woody', 'fruity', 'apple', 'fresh']"
Isoheptyl isobutyrate,CC(C)CCCCOC(=O)C(C)C,3770,,"Oily, fruity, winey, somewhat herbal","['oily', 'fruity', 'winey', 'herbal']"
Allyl methylthiopropionate,C=CCOC(=S)C(C)C,3774,,"Powerful tropical fruity, pineapple in dilution","['fruity', 'pineapple', 'tropical']"
Allyl benzoate,C=CCOC(=O)c1ccccc1,3775,583-04-0,"Weak, pleasant, berry-like, fruity-floral with some cherry notes","['fruity', 'cherry', 'floral', 'berry']"
Ethyl amylacetoacetate,CCCCCC(C(C)=O)C(=O)OCC,3777,24317-94-0,"Floral, strong and fruity, herbaceous & green, winey","['green', 'fruity', 'herbal', 'winey', 'floral']"
Benzyl anthranilate,Nc1ccccc1C(=O)OCc1ccccc1,3778,82185-41-9,"Weak, sweet pleasant floral-citrusy odor","['floral', 'sweet', 'citrus']"
Butyl mercaptopropionate,CCCCOC(=O)C(C)S,3783,7/9/7529,"Sulfurous, meaty and brothy, vegetative; tropical fruity in dilution","['vegetable', 'meaty', 'fruity', 'tropical', 'brothy', 'sulfurous']"
Butyl octenoate,CCCCCC=CC(=O)OCCCC,3786,108058-79-3,"Sweet, tropical fruit-like, fatty","['fruity', 'fatty', 'sweet', 'tropical']"
Butyl vanillate,CCCCOC(=O)c1ccc(O)c(OC)c1,3788,5348-74-3,Very faint sweet balsamic-vanillic odor with floral undertones.,"['balsamic', 'floral', 'sweet']"
Cinnamyl myristate,CCCCCCCCCCCCCC(=O)OCC=Cc1ccccc1,3790,,"Nearly odorless, soft waxy, slight balsamic.","['balsamic', 'waxy', 'odorless']"
Hexenyl pentenoate,CCC=CC(=O)OC=CCCCC,3791,,"Green, tropical fruity","['green', 'fruity', 'tropical']"
Cyclododecyl acetate,CC(=O)OC1CCCCCCCCCCC1,3793,6221-92-7,"Mild woody, slightly fatty, fruity","['woody', 'fruity', 'fatty']"
Cyclododecyl propionate,CCC(=O)OC1CCCCCCCCCCC1,3794,6221-94-9,"Mild woody, somewhat fruity-fatty","['woody', 'fruity', 'fatty']"
Cyclopentyl acetate,CC(=O)OC1CCCC1,3795,933-05-1,"Strongly fruity, apple & banana-like","['fruity', 'apple', 'banana']"
Decyl isohexanoate,CCCCCCCCCCOC(=O)CCC(C)C,3796,,"Oily, fruity","['oily', 'fruity']"
Diethyl diethylmalonate,CCOC(=O)C(CC)(CC)C(=O)OCC,3797,77-25-8,"Fruity, pear, apple","['fruity', 'apple', 'pear']"
Dihydromyrcenyl acetate,C=CC(C)CCCC(C)(C)OC(C)=O,3798,53767-93-4,"Citrus, floral complex reminiscent of bergamot, lime and lavender","['floral', 'citrus']"
Dodecyl formate,CCCCCCCCCCCCOC=O,3801,28303-42-6,"Mild, green-fruity, somewhat floral, Honeysuckle-type odor","['green', 'fruity', 'floral']"
Ethyl pentenoate,C=CCCC(=O)OCC,3809,1968-40-7,A pleasant ethereal fruity odor,"['fruity', 'ethereal']"
Ethyl acetoacetate diethyl acetal,CCOC(=O)CC(C)(OCC)OCC,3810,,"Fresh, fruity, apple notes","['fruity', 'apple', 'fresh']"
Ethyl acetylanthranilate,CCOC(=O)c1ccccc1NC(C)=O,3812,,"Floral slightly fruity neroli, citrus, grape","['citrus', 'fruity', 'grape', 'floral']"
Ethyl butylphenylacetate,CCCCC(C(=O)OCC)c1ccccc1,3813,14062-22-7,"Sweet, honey-green-fruity, cream, milk notes","['creamy', 'green', 'fruity', 'milky', 'honey', 'sweet']"
Hexadecyl lactate,CCCCCCCCCCCCCCCCOC(=O)C(C)O,3815,35274-05-6,Essentially odorless. Good dispersing agent. Adds creamy texture,['odorless']
Isopropyl pentenoate,CCC=CC(=O)OC(C)C,3817,,Ethereal fruity green odor,"['green', 'fruity', 'ethereal']"
Isopropyl isohexanoate,CC(C)CCC(=O)OC(C)C,3818,25415-69-4,"Fruity, pineapple-apple notes","['fruity', 'apple', 'pineapple']"
Isopropyl salicylate,CC(C)OC(=O)c1ccccc1O,3819,607-85-2,Sweet herbaceous with a wintergreen fruity character,"['fruity', 'sweet', 'herbal']"
Menthyl decanoate,CCCCCCCCCC(=O)OC1CC(C)CCC1C(C)C,3820,94020-93-6,Weak herbaceous-floral-minty,"['floral', 'mint', 'herbal']"
Menthyl octanoate,CCCCCCCC(=O)OC1CC(C)CCC1C(C)C,3821,93940-59-1,Weak herbaceous-floral-minty,"['floral', 'mint', 'herbal']"
Menthyl palmitate,CCCCCCCCCCCCCCCC(=O)OC1CC(C)CCC1C(C)C,3822,96097-19-7,"Virtually odorless, waxy","['waxy', 'odorless']"
Menthyl stearate,CCCCCCCCCCCCCCCCCC(=O)OC1CC(C)CCC1C(C)C,3823,93919-01-8,"Virtually odorless, waxy","['waxy', 'odorless']"
Methyl ethylhexanoate,CCCCC(CC)C(=O)OC,3829,816-19-3,"Fruity, orris fatty note; slightly woody-herbal","['fruity', 'fatty', 'orris', 'herbal', 'woody']"
Methyl ethyloctanoate,CCCCCCC(CC)C(=O)OC,3830,,"Oily, fruity fatty herbaceous, slightly woody","['oily', 'fruity', 'fatty', 'herbal', 'woody']"
Methyl mercaptopropionate,COC(=O)C(C)S,3831,53907-46-3,"Sulfurous, meaty and brothy, slightly vegetative and tropical durian","['vegetable', 'meaty', 'tropical', 'brothy', 'sulfurous']"
Methyl pentenoate,CCC=CC(=O)OC,3834,818-57-5,"Ethereal, pleasant green, fruity odor","['green', 'fruity', 'ethereal']"
Hydroxycitronellal methyl anthranilate,COC(=O)c1ccccc1N=CCC(C)CCCC(C)(C)O,3835,89-43-0,"Floral, Orange-Blossom, Linden-Blossom",['floral']
Methyl butylanthranilate,CCCCNc1ccccc1C(=O)OC,3836,,"Anthranilic, grape & mandarin notes",['grape']
Methyl decenoate,CCCCCCCC=CC(=O)OC,3837,93979-14-7,"Green, fruity with a pear, tropical waxy nuance","['green', 'fruity', 'pear', 'tropical', 'waxy']"
Octyl benzoate,CCCCCCCCOC(=O)c1ccccc1,3838,94-50-8,Weak balsamic oily; a fixative,"['oily', 'balsamic']"
Octyl isohexanoate,CCCCCCCCOC(=O)CCC(C)C,3839,29289-91-6,"Oily, cognac, green fruity, unripe fruit","['green', 'oily', 'fruity', 'cognac']"
Octyl salicylate,CCCCCCCCOC(=O)c1ccccc1O,3840,6969-49-9,"Weak, balsamic, mild floral","['balsamic', 'floral']"
Cresyl benzoate,Cc1ccc(OC(=O)c2ccccc2)cc1,3841,614-34-6,"Weak, aromatic floral","['aromatic', 'floral']"
Cresyl heptanoate,CCCCCCC(=O)Oc1ccc(C)cc1,3842,71662-19-6,"Aromatic, animalic, indolic notes with narcissus floral notes","['animal', 'aromatic', 'floral']"
Phenethyl methylanthranilate,CNc1ccccc1C(=O)OCCc1ccccc1,3845,,"Neroli, citrus (orange, grapefruit), and grape notes in flavors","['grapefruit', 'orange', 'citrus']"
Phenyl benzoate,O=C(Oc1ccccc1)c1ccccc1,3846,93-99-2,"Balsamic-floral, metallic-green-fruity","['green', 'fruity', 'metallic', 'balsamic', 'floral']"
Phenyl valerate,CCCCC(=O)Oc1ccccc1,3847,20115-23-5,"Medicinal, slightly phenolic-fruity","['phenolic', 'medicinal', 'fruity']"
Propyl myristate,CCCCCCCCCCCCCC(=O)OCCC,3853,14303-70-9,"Weak, Fatty-oily, waxy","['oily', 'fatty', 'waxy']"
Propyl hexenoate,CCC/C=C/C(=O)OCCC,3855,10380-79-7,"Fresh, green, fruity","['green', 'fruity', 'fresh']"
Propylene glycol monoacetate,CC(=O)OCC(C)O,3857,1331-12-0,Mildly fruity-ethereal-acetic odor,"['fruity', 'ethereal']"
Ethyl butanethioate,CCCC(=S)OCC,3858,20807-99-2,"Cheesy with cocoa, fruity odor in dilution","['fruity', 'cocoa', 'cheesy']"
Ethyl pentanethioate,CCCCC(=S)OCC,3859,2432-92-0,"Strong, cheesy, fruity","['fruity', 'cheesy']"
Methyl decanethioate,CCCCCCCCCC(=S)OC,3862,1680-29-1,"Rancid, cabbage notes by GC-O",['cabbage']
Methyl octanethioate,CCCCCCCC(=S)OC,3863,2432-83-9,"Rancid, cooked cabbage, cheese by GC-O","['cabbage', 'cheesy']"
Butyl acetoacetate,CC(=O)CC(=O)OC(C)(C)C,3865,1694-31-1,"Fermented, caramellic, brandy, heavy fruit-notes","['fermented', 'fruity', 'caramellic', 'brandy']"
Dioctyl adipate (so called),CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,3869,123-79-5,"Nearly odorless, faint fatty, a solvent, modifier, blender or fixative","['fatty', 'odorless']"
Elemoyl acetate,C=CC1(C)CCC(COC(C)=O)C(C)(C)C1C(=C)C,3870,60031-93-8,"Sweet, slightly fruity-citrusy and very tenacious odor","['fruity', 'sweet', 'citrus']"
Undecenone,C=CCCCCCCCC(C)=O,3874,36219-73-5,"Green fruity-fleshy, citrus, tropical, mango, melon","['citrus', 'green', 'fruity', 'melon', 'tropical']"
Trimethylcyclohexanedione,CC1CC(=O)CC(C)(C)C1=O,3875,20547-99-3,"Weak, sour, with some tea & tobacco notes","['tea', 'tobacco', 'sour']"
Hexanedione,CC(=O)CCC(C)=O,3877,110-13-4,"Fresh herbaceous, burnt sugar character","['fresh', 'burnt', 'herbal']"
Acetyltetrahydropyridine,CC(=O)C1=NCCCC1,3880,27300-27-2,"Caramel, bready, popcorn like odor","['bread', 'caramellic', 'popcorn']"
Acetylisopropenylpyridine,C=C(C)c1ccnc(C(C)=O)c1,3881,142896-11-5,"Grassy-sweet, minty, somewhat amber like odor","['grassy', 'sweet', 'mint']"
Cyclohexenone,O=C1C=CCCC1,3882,930-68-7,"Powerful and diffusive, somewhat roasted green-minty odor","['green', 'roasted', 'mint']"
Hydroxymethylacetophenone,CC(=O)c1cc(C)ccc1O,3883,1450-72-2,"Aromatic, slight spicy with phenolic, cherry, honey & coumarinic notes","['spicy', 'cherry', 'honey', 'phenolic', 'aromatic', 'coumarinic']"
Methylpentanone,CCC(=O)C(C)C,3884,565-69-5,"Ethereal, fruity, ketonic, minty","['fruity', 'ketonic', 'ethereal', 'mint']"
Dimethyl octenone,CCC(=O)C(C)CC=C(C)C,3887,2550-11-0,"Citrus, fresh, fruity, grapefruit notes","['fruity', 'fresh', 'grapefruit', 'citrus']"
Acetylisopropenylpyridine,C=C(C)c1cc(C(C)=O)ccn1,3888,142896-12-6,"Herbal green, fermented-roasty feeling odor","['roasted', 'green', 'fermented', 'herbal']"
Ethylacetophenone,CCc1ccc(C(C)=O)cc1,3889,937-30-4,"Sweet, warm, somewhat pungent-floral odor with a herbaceous-balsamic note","['pungent', 'warm', 'herbal', 'balsamic', 'floral', 'sweet']"
Octenone,C=CCCCCC(C)=O,3893,3664-60-6,"Cheesy, herbaceous, fatty","['fatty', 'herbal', 'cheesy']"
Nonenone,C=CCCCCCC(C)=O,3895,5009-32-5,Strong Blue cheese-like flavor; useful in dairy flavors,['cheesy']
Epoxycarvone,C=C(C)C1CC(=O)C2(C)OC2C1,3896,33204-74-9,"Minty, spearmint",['mint']
Ethoxyacetophenone,CCOc1ccc(C(C)=O)cc1,3897,1676-63-7,"Aromatic, somewhat sharp, hay-like, anisic floral odor","['hay', 'sharp', 'anisic', 'aromatic', 'floral']"
Dibutyl ketone,CCCCC(=O)CCCC,3900,502-56-7,"Floral green, spicy-herbaceous notes","['green', 'spicy', 'floral', 'herbal']"
Pinocarvone,C=C1C(=O)CC2CC1C2(C)C,3901,16812-40-1,Powerful camphoraceous-minty odor,"['camphoreous', 'mint']"
Dodecenoic acid,C=CCCCCCCCCCC(=O)O,3902,65423-25-8,"Fatty, citrus","['fatty', 'citrus']"
Pentylcyclopropanecarboxylic acid,CCCCCC1CC1C(=O)O,3905,5075-48-9,"Patchouli-like animal, leathery note; adds fermented sweetness","['leathery', 'animal']"
Octenoic acid,CCC/C=C/CCC(=O)O,3910,18776-92-6,"Oily, greasy, green, fatty, waxy, fruity, dairy","['green', 'oily', 'fatty', 'fruity', 'waxy', 'dairy']"
Phenylbutanoic acid,O=C(O)CCCc1ccccc1,3911,1821-12-1,"Sweet-heavy, floral-honey-like odor","['honey', 'floral', 'sweet']"
Oxodecanoic acid,CCCCCC(=O)CCCC(=O)O,3912,624-01-1,Creamy. peach; Precursor of delta-decalactone by microorganisms.,"['creamy', 'peach']"
Oxododecanoic acid,CCCCCCCCCCC(=O)C(=O)O,3913,3637-16-9,Creamy. peach; Precursor of delta-dodecalactone by microorganisms.,"['creamy', 'peach']"
Oxooctanoic acid,CCCC(=O)CCCC(=O)O,3914,3637-14-7,Fruity; Precursor of delta-octalactone by microorganisms.,['fruity']
Decenoyloxydecanoic acid,CCCCCCCC=CC(=O)OC(CCCCCCCC)C(=O)O,3915,Note*,See comments; components of Milk lactone,['milky']
Heptenoic acid,CC/C=C/CCC(=O)O,3917,41653-95-6,"Green, fatty, fruity","['green', 'fatty', 'fruity']"
Nonenoic acid,CCCCCCC=CC(=O)O,3918,49580-58-7,"Fatty-waxy & green, dairy-like fruity in dilution","['green', 'fatty', 'fruity', 'waxy', 'dairy']"
Decenoic acid,CCCCCCCC=CC(=O)O,3919,84168-28-5,Fatty-waxy & green notes; milk like in dilution,"['green', 'fatty', 'milky', 'waxy']"
Octenoic acid,CC/C=C\CCCC(=O)O,3920,41653-97-8,"Fatty, greasy, slightly green, waxy dairy-like fruity in dilution","['green', 'fatty', 'fruity', 'waxy', 'dairy']"
Undecenoic acid,CCCCC/C=C\CCCC(=O)O,3921,62472-76-8,"Fatty-waxy & green, dairy-like in dilution","['green', 'fatty', 'waxy', 'dairy']"
Glycolic acid,O=C(O)CO,3922,79-14-1,"Nearly odorless, acidic tart taste (see comments)",['odorless']
Methoxycinnamic acid,COc1ccccc1/C=C/C(=O)O,3923,3/2/6099,"Aromatic, balsamic, slight cassia connotation","['balsamic', 'aromatic']"
Dodecenoic acid,CCCCCCC/C=C/CCC(=O)O,3924,55928-67-1,Fatty with some green dairy like notes,"['green', 'fatty', 'dairy']"
Undecenoic acid,CCCCCCCCC=CC(=O)O,3925,67270-85-3,Fatty with green dairy like notes,"['green', 'fatty', 'dairy']"
Dodecenoic acid,CCCCCCCCCC=CC(=O)O,3926,52957-04-7,Fatty with green dairy like milk notes,"['green', 'fatty', 'milky', 'dairy']"
Menthenol,CC1=CCC(C(C)CO)CC1,3927,18479-68-0,Mild fruity herbaceous odor,"['fruity', 'herbal']"
Dimethylcyclohexanemethanol,CC1CCC(CO)C(C)C1,3929,68480-15-9,"Floral, minty, hyacinth, woody","['woody', 'floral', 'mint']"
Methylheptenol,CCCCCC=C(C)O,3930,13019-19-7,"Earthy, herbaceous, green, fruity, floral","['green', 'earthy', 'fruity', 'herbal', 'floral']"
Butylcyclohexanol,CC(C)(C)C1CCCCC1O,3931,13491-79-7,"Minty, camphoraceous odor in the pine, patchouli families.","['pine', 'camphoreous', 'mint']"
Hexenol,C=CCCCCO,3933,821-41-0,"Ethereal, fatty-green, unpleasant","['green', 'fatty', 'ethereal']"
Huminol,CCC1(O)C2(C)CCCC1(C)CC2,3935,84681-92-5,"Humid, earthy, rooty, woody","['earthy', 'woody']"
Heptenol,CCC/C=C\CCO,3936,1708-81-2,"Green, grass, herbal, melon, floral","['grassy', 'green', 'melon', 'herbal', 'floral']"
Cyclododecanol,OC1CCCCCCCCCCC1,3938,1724-39-6,"Soft, woody, slightly camphoraceous-earthy","['woody', 'camphoreous', 'earthy']"
Menthadienol,C=C1CC[C@@H](C(=C)C)C[C@@H]1O,3940,21391-84-4,"Herbaceous, citrus, minty","['mint', 'citrus', 'herbal']"
Linalool oxide (pyranoid),C=CC1(C)CCC(O)C(C)(C)O1,3942,14049-11-7,Fresh floral-creamy with a slight earthy note,"['earthy', 'creamy', 'fresh', 'floral']"
Menthenol,CC(C)[C@@H]1C=C[C@@](C)(O)CC1,3943,53399-74-9,"Musty, herbaceous, floral","['floral', 'musty', 'herbal']"
